,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB,longitude,latitude
622967,994838,35.0,505902.0,0.0,0.0,0.0,1.0,0.0,North,2022/2023,WHANGAPARAOA ROAD,RAKINO AVENUE,Serious Crash,No,2023,0.0,East,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,174608.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,1.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,0.0,0.0,Urban,2.0,0.0,0.0,Fine,Null,174.757266399004,-36.6409229208305
622971,994842,,549800.0,0.0,0.0,0.0,0.0,0.0,South,2022/2023,TOP GRASS ROAD,OTARIA ROAD,Fatal Crash,No,2023,0.0,South,1.0,1.0,0.0,Hill Road,0.0,,0.0,0.0,Bright sun,1537200.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,41.0,Tararua District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,176.049979451315,-40.1649180049769
622972,994843,,540000.0,0.0,0.0,0.0,0.0,0.0,Null,2022/2023,OLD TAUPO ROAD,SOPHIA STREET,Minor Crash,Yes,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1244300.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Bay of Plenty Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,1.0,0.0,,24.0,Rotorua District,Stop,,,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine,Null,176.241364432026,-38.1563277983003
622975,994846,,556400.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,YORK STREET,PURIRI STREET,Serious Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1718300.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0.0,0.0,2.0,0.0,50.0,0.0,On,0.0,0.0,,37.0,Whanganui District,Give way,1.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,175.019762490658,-39.9391229195894
622977,994848,,527913.0,0.0,0.0,0.0,1.0,0.0,West,2022/2023,WHATAWHATA ROAD,HOWDEN ROAD,Minor Crash,Yes,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,978400.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,13.0,Waikato District,Nil,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,175.196606732247,-37.7945085422391
622978,994849,,515801.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,GILLIES AVENUE,KIMBERLEY ROAD,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,445500.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,1.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.770704176887,-36.8871868211788
622980,994851,,584701.0,0.0,0.0,0.0,1.0,0.0,South,2022/2023,SH 69,LANDING CRK BR,Minor Crash,Yes,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,2397400.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Coast Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,55.0,Buller District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,171.893576941726,-41.9527140951599
622983,994854,,590701.0,0.0,0.0,0.0,3.0,0.0,East,2022/2023,RICCARTON ROAD,PICTON AVENUE,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,2472500.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,60.0,Christchurch City,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,172.605049026259,-43.529344906222
622995,994866,,522301.0,0.0,0.0,0.0,2.0,0.0,North,2022/2023,SOUTHERN MOTORWAY,EAST TAMAKI ROAD ON RAMP,Minor Crash,Yes,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,666700.0,1.0,0.0,0.0,3.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,1-way,Sealed,,0.0,0.0,0.0,100.0,0.0,On,0.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,0.0,0.0,Open,1.0,0.0,0.0,Fine,Null,174.863770292595,-36.9609401028084
622998,994869,,504501.0,0.0,0.0,0.0,2.0,0.0,East,2022/2023,SEA VIEW ROAD,KELLY STREET,Minor Crash,No,2023,0.0,East,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Bright sun,117304.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Northland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,1.0,0.0,,3.0,Kaipara District,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,173.747082209073,-35.9495635100859
623001,994872,,585805.0,0.0,0.0,0.0,1.0,0.0,North,2022/2023,MAIN NORTH ROAD,SALTWATER CRK BR,Fatal Crash,Yes,2023,0.0,North,0.0,1.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,2439802.0,1.0,0.0,2.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,,0.0,1.0,0.0,100.0,0.0,None,0.0,0.0,,59.0,Waimakariri District,Nil,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,172.706621726139,-43.2643456013277
623002,994873,,512402.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,TE ATATU ROAD,ROYAL VIEW ROAD,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,253600.0,1.0,0.0,0.0,4.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,76.0,Auckland,Stop,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.651591761874,-36.8595303388277
623003,994874,,531200.0,0.0,0.0,0.0,0.0,0.0,South,2022/2023,MANIAPOTO STREET,TUHORO STREET,Minor Crash,Yes,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,998300.0,1.0,0.0,1.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,18.0,Ōtorohanga District,Nil,,,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine,Null,175.210763373339,-38.1874262952077
623006,994877,,556000.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,HEADS ROAD,GILBERD STREET,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1716601.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,37.0,Whanganui District,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,175.015360626102,-39.9495734071265
623012,994883,,534400.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,KENNY STREET,GILMOUR STREET,Minor Crash,Yes,2023,0.0,East,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1079800.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,12.0,Hauraki District,Stop,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,175.845454350274,-37.3906064320169
623017,994888,,508520.0,0.0,0.0,0.0,1.0,0.0,South,2022/2023,NORTHERN BUSWAY,SUNSET OBR,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,1.0,,0.0,0.0,Dark,192800.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,76.0,Auckland,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.737730962708,-36.7611991212578
623018,994889,,541501.0,0.0,0.0,0.0,1.0,0.0,North,2022/2023,TE PONANGA SADDLE ROAD,TE PONANGA SADDLE,Minor Crash,Yes,2023,0.0,North,1.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Bright sun,1288804.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,21.0,Taupo District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,175.746292570531,-39.0038808022144
623020,994891,,585325.0,0.0,0.0,0.0,0.0,0.0,North,2022/2023,HAAST PASS HIGHWAY,MARKS ROAD,Minor Crash,Yes,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,2416603.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Coast Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,1.0,0.0,,57.0,Westland District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,169.043448862854,-43.8787396683041
623023,994894,,521132.0,1.0,0.0,0.0,0.0,0.0,Null,2022/2023,PAPARATA ROAD,KANUKA ROAD,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,814502.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,100.0,0.0,Off,0.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,1.0,0.0,Open,0.0,0.0,0.0,Fine,Null,175.03173952192,-37.174965798597
623031,994902,,517600.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,MORNINGSIDE DRIVE,SAINSBURY ROAD,Serious Crash,No,2023,0.0,South,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Dark,535500.0,0.0,0.0,0.0,2.0,,,0.0,,0.0,1.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,1.0,0.0,50.0,0.0,On,0.0,0.0,,76.0,Auckland,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Heavy rain,Null,174.734634399769,-36.8793945300602
623036,994907,,518600.0,0.0,0.0,0.0,1.0,0.0,South,2022/2023,PAH ROAD,ACORN STREET,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,565400.0,1.0,0.0,1.0,4.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain,Strong wind,174.769747917627,-36.9100590868644
623037,994908,,501633.0,0.0,0.0,0.0,1.0,0.0,South,2022/2023,SH 10,TE KENE STM BR,Serious Crash,Yes,2023,0.0,South,1.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,35900.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northland Region,Nil,2-way,Sealed,0.0,0.0,1.0,0.0,100.0,0.0,None,0.0,0.0,,1.0,Far North District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,173.965835571386,-35.3407096858043
623039,994910,,506001.0,0.0,0.0,0.0,1.0,0.0,North,2022/2023,TAVERN ROAD,FORGE ROAD,Serious Crash,No,2023,0.0,North,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Bright sun,175701.0,0.0,0.0,0.0,2.0,,,1.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,1.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.674106262883,-36.6234316197407
623043,994914,,553003.0,0.0,0.0,0.0,1.0,0.0,East,2022/2023,EAST ROAD,ESK ROAD,Minor Crash,Yes,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,Easter,0.0,0.0,Overcast,1620300.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taranaki Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,34.0,Stratford District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,174.315557005405,-39.3349051837085
623046,994917,,579700.0,1.0,0.0,0.0,0.0,0.0,Null,2022/2023,PARK ROAD,HIGH STREET NORTH,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,2258400.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Wellington Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,49.0,Carterton District,Give way,,,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine,Null,175.529247812837,-41.023180223603
623056,994927,,528501.0,0.0,0.0,0.0,2.0,0.0,South,2022/2023,HYDE AVENUE,LINDSAY CRESCENT,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,905812.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,None,0.0,0.0,,16.0,Hamilton City,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,175.238025091459,-37.7827881176709
623057,994928,,537400.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,WAIHI ROAD,ROBINS ROAD,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Dark,1162600.0,1.0,1.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Bay of Plenty Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,23.0,Tauranga City,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,176.146789539921,-37.6964032727018
623058,994929,45.0,543901.0,0.0,0.0,0.0,1.0,0.0,South,2022/2023,TUCKER ROAD,PILMER ROAD,Minor Crash,No,2023,0.0,West,1.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1359900.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gisborne Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,28.0,Gisborne District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,177.96402240786,-38.6342115957312
623060,994931,,568800.0,0.0,0.0,0.0,0.0,0.0,South,2022/2023,WAINUIOMATA ROAD,GRACEFIELD ROAD OFF RAMP,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Hill Road,1.0,,0.0,0.0,Bright sun,1980800.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wellington Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,80.0,0.0,Off,0.0,0.0,,46.0,Lower Hutt City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,174.9222222497,-41.2358091335127
623061,994932,,573000.0,0.0,0.0,0.0,0.0,0.0,Null,2022/2023,"THE TERRACE,",GHUZNEE STREET,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,2129300.0,1.0,0.0,1.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Wellington Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,47.0,Wellington City,Stop,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Heavy rain,Null,174.770637169095,-41.2915414234802
623062,994933,,562500.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,UPPER MAIN STREET,NAPIER ROAD,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1844100.0,1.0,0.0,1.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,40.0,Palmerston North City,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,175.638151798153,-40.3442439830404
623064,994935,,596400.0,0.0,0.0,0.0,1.0,0.0,North,2022/2023,GOVERNORS BAY ROAD,SANDY BEACH ROAD,Serious Crash,No,2023,0.0,South,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,2711400.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Canterbury Region,Nil,2-way,Sealed,0.0,0.0,1.0,0.0,50.0,0.0,Off,0.0,0.0,,60.0,Christchurch City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Strong wind,172.654592380985,-43.6178524885737
623070,994941,,592600.0,0.0,0.0,0.0,1.0,0.0,West,2022/2023,GRESFORD STREET,TRIST PLACE,Minor Crash,No,2023,0.0,East,0.0,0.0,1.0,Flat,0.0,,0.0,0.0,Bright sun,2695100.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,60.0,Christchurch City,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,172.650229588551,-43.5167538775124
623071,994942,,560422.0,0.0,0.0,0.0,2.0,0.0,West,2022/2023,PRYCES LINE,MAKINO ROAD,Fatal Crash,No,2023,0.0,West,0.0,1.0,0.0,Flat,0.0,,0.0,0.0,Dark,1762200.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0.0,0.0,1.0,0.0,100.0,0.0,None,0.0,0.0,,39.0,Manawatu District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,1.0,0.0,Fine,Null,175.462004549211,-40.0867594692636
623073,994944,,584702.0,0.0,0.0,0.0,1.0,1.0,North,2022/2023,IKAMATUA HIGHWAY,GOLF LINKS ROAD,Minor Crash,Yes,2023,0.0,North,0.0,0.0,0.0,Hill Road,1.0,,0.0,0.0,Bright sun,2399000.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Coast Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,70.0,0.0,None,0.0,0.0,,55.0,Buller District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,171.680660512277,-42.2767672391929
623074,994945,,522820.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,GLENMORE ROAD,MEADWAY,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Dark,691600.0,2.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,76.0,Auckland,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.885947649354,-36.90423366749
623075,994946,,536630.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,SH 29,OMANAWA ROAD,Minor Crash,Yes,2023,0.0,South,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Twilight,1191701.0,2.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Bay of Plenty Region,Nil,2-way,Sealed,,0.0,0.0,0.0,100.0,0.0,On,0.0,0.0,,22.0,Western Bay of Plenty District,Stop,,,0.0,0.0,0.0,0.0,Open,2.0,0.0,0.0,Fine,Null,176.068113268098,-37.763270453502
623077,994948,,527810.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,OHAUPO ROAD,RAYNES ROAD,Minor Crash,Yes,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,984600.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,,0.0,0.0,0.0,100.0,0.0,Off,0.0,0.0,,16.0,Hamilton City,Stop,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,175.306879124251,-37.8458425228667
623078,994949,,506660.0,0.0,0.0,0.0,1.0,0.0,North,2022/2023,PAKIRI ROAD,MATAKANA VALLEY ROAD,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,136000.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,80.0,0.0,None,0.0,0.0,,76.0,Auckland,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,174.665053871214,-36.2836315644953
623083,994954,,564210.0,0.0,0.0,0.0,0.0,0.0,East,2022/2023,THE AVENUE,KAWIU ROAD,Minor Crash,Yes,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,1.0,Overcast,1862700.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,42.0,Horowhenua District,Nil,1.0,0.0,0.0,1.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,175.295206727959,-40.614288914952
623086,994957,,516002.0,0.0,0.0,0.0,1.0,0.0,South,2022/2023,SOUTHERN MOTORWAY,OMAHU OBR,Minor Crash,Yes,2023,0.0,South,0.0,0.0,0.0,Flat,1.0,,0.0,0.0,Overcast,492000.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auckland Region,Nil,1-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,Off,0.0,0.0,,76.0,Auckland,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain,Null,174.789828226496,-36.8848558324149
623087,994958,,589000.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,MEMORIAL AVENUE,GRAHAMS ROAD,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,2517700.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,,0.0,0.0,0.0,60.0,0.0,Off,0.0,0.0,,60.0,Christchurch City,Traffic Signals,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,172.571048300383,-43.5065743731659
623089,994960,,524404.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,FAVONA ROAD,HARANIA AVENUE,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,729400.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Auckland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine,Null,174.809042683947,-36.9489719409159
623093,994964,,599000.0,0.0,0.0,0.0,1.0,1.0,West,2022/2023,BEVERLEY ROAD,BEVERLEY HILL,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,2780700.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Canterbury Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,64.0,Timaru District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Mist or Fog,Null,171.238945295623,-44.389234424005
623166,995037,,516400.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,COATES AVENUE,REIHANA STREET,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,498600.0,1.0,0.0,1.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.820825656607,-36.8609055973497
623167,995038,,540420.0,0.0,0.0,0.0,0.0,0.0,North,2022/2023,TE NGAE ROAD,TI STREET,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1236600.0,1.0,0.0,1.0,3.0,,,0.0,,0.0,0.0,0.0,0.0,Bay of Plenty Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,24.0,Rotorua District,Nil,,,0.0,0.0,1.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,176.255730057048,-38.142763662473
