,OBJECTID,advisorySpeed,areaUnitID,bicycle,bridge,bus,carStationWagon,cliffBank,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashSeverity,crashSHDescription,crashYear,debris,directionRoleDescription,ditch,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,objectThrownOrDropped,otherObject,otherVehicleType,overBank,parkedVehicle,pedestrian,phoneBoxEtc,postOrPole,region,roadCharacter,roadLane,roadSurface,roadworks,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA,weatherB,longitude,latitude
103175,164691,,538102.0,0.0,0.0,0.0,0.0,0.0,South,2022/2023,15TH AVENUE,CAMERON ROAD,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1167700.0,1.0,0.0,0.0,3.0,,,0.0,,0.0,1.0,0.0,0.0,Bay of Plenty Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,30.0,23.0,Tauranga City,Nil,,,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine,Null,176.154967996171,-37.704464912321
103186,164702,,539600.0,0.0,0.0,0.0,1.0,0.0,East,2022/2023,BELLINGHAM CRESCENT,FORD ROAD,Serious Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1228400.0,0.0,0.0,1.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,Bay of Plenty Region,Nil,2-way,Sealed,,0.0,1.0,0.0,50.0,0.0,On,0.0,0.0,,24.0,Rotorua District,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,176.22575378457,-38.1453857416313
103218,164734,,535000.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,SEDDON STREET,MCGOWAN STREET,Minor Crash,Yes,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1111700.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,15.0,Matamata-Piako District,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,175.753484626722,-37.7631394950192
103231,164747,,508411.0,0.0,0.0,0.0,0.0,0.0,South,2022/2023,LYNN ROAD,HALE CRESCENT,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Dark,185102.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,76.0,Auckland,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine,Null,174.702997879258,-36.774904082596
103233,164749,,587702.0,0.0,0.0,0.0,4.0,0.0,Null,2022/2023,SPRINGS ROAD,CORSAIR DRIVE,Minor Crash,No,2023,0.0,South,0.0,0.0,1.0,Flat,1.0,,0.0,0.0,Overcast,2481402.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,60.0,Christchurch City,Traffic Signals,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain,Null,172.54299553955,-43.54601071851
103234,164750,,573101.0,0.0,0.0,0.0,3.0,0.0,East,2022/2023,VIVIAN STREET,TARANAKI STREET,Minor Crash,Yes,2023,0.0,East,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,2134200.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Wellington Region,Nil,1-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,47.0,Wellington City,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.778259276961,-41.295852660371
103235,164751,,512903.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,PARRS CROSS ROAD,LEGACY DRIVE,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,278006.0,2.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain,Null,174.624618285161,-36.9046723552833
103236,164752,,610061.0,0.0,0.0,0.0,1.0,0.0,South,2022/2023,GROVE BUSH WOODLANDS ROAD,TUSSOCK CREEK GROVE BUSH ROAD,Fatal Crash,No,2023,0.0,South,0.0,1.0,1.0,Hill Road,0.0,,0.0,0.0,Dark,3089300.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,73.0,Southland District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,168.479794119689,-46.2934044430424
103238,164754,,585807.0,0.0,0.0,0.0,2.0,0.0,East,2022/2023,DIXONS ROAD,ROSSITERS ROAD,Serious Crash,No,2023,0.0,East,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,2438805.0,0.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,,0.0,1.0,0.0,100.0,0.0,Off,0.0,0.0,,59.0,Waimakariri District,Nil,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,172.568471241918,-43.2671446452706
103239,164755,,574303.0,0.0,0.0,0.0,1.0,0.0,South,2022/2023,CENTENNIAL HIGHWAY,ABATTOIRS,Minor Crash,Yes,2023,0.0,North,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,2088705.0,1.0,0.0,0.0,3.0,,,0.0,,0.0,0.0,0.0,0.0,Wellington Region,Nil,1-way,Sealed,,0.0,0.0,0.0,100.0,0.0,Off,0.0,0.0,,47.0,Wellington City,Nil,,,0.0,0.0,0.0,0.0,Open,1.0,0.0,0.0,Light rain,Null,174.807021619138,-41.2394045679008
103241,164757,,604410.0,0.0,0.0,1.0,1.0,0.0,Null,2022/2023,ANDERSONS BAY ROAD,MACANDREW ROAD,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,2930400.0,1.0,0.0,0.0,4.0,,,0.0,,0.0,0.0,0.0,0.0,Otago Region,Nil,1-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,71.0,Dunedin City,Traffic Signals,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,170.505299823492,-45.8947506186443
103248,164764,,556800.0,1.0,0.0,0.0,1.0,0.0,Null,2022/2023,SOMME PARADE,DUBLIN STREET,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1704600.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Manawatū-Whanganui Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,37.0,Whanganui District,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,175.050460815754,-39.9208450309943
103251,164767,,517903.0,0.0,0.0,0.0,0.0,0.0,East,2022/2023,HENDON AVENUE,HALLAM STREET,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,518000.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,1.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine,Null,174.721364961101,-36.8967321662102
103254,164770,,513302.0,0.0,0.0,0.0,2.0,0.0,North,2022/2023,RATHGAR ROAD,LARISSA AVENUE,Non-Injury Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,234200.0,0.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.621980463108,-36.860314641693
103255,164771,,589700.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,WAIMAIRI ROAD,GRAHAMS ROAD,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,2535800.0,2.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,60.0,Christchurch City,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,172.568372766917,-43.5090573062301
103261,164777,,561813.0,0.0,0.0,0.0,1.0,0.0,Null,2022/2023,SUMMERHILL DRIVE,LA LENA GROVE,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,1.0,Bright sun,1798800.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manawatū-Whanganui Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,60.0,0.0,Off,0.0,0.0,,40.0,Palmerston North City,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,175.633177133782,-40.3854536681831
103262,164778,,533501.0,1.0,0.0,0.0,0.0,0.0,South,2022/2023,QUEEN STREET,MARY STREET,Minor Crash,Yes,2023,0.0,East,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1052200.0,1.0,0.0,0.0,1.0,,,0.0,,0.0,0.0,0.0,0.0,Waikato Region,Nil,1-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,11.0,Thames-Coromandel District,Nil,,,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine,Null,175.540816679571,-37.1391133881364
103269,164785,,604110.0,0.0,0.0,0.0,0.0,0.0,Null,2022/2023,ELGIN ROAD,MAILER STREET,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,1.0,Bright sun,2921000.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Otago Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,71.0,Dunedin City,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,170.476496451184,-45.8808267360288
103326,164842,,500204.0,1.0,0.0,0.0,1.0,0.0,Null,2022/2023,SH 1,WIRELESS ROAD,Minor Crash,Yes,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,8401.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Northland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,1.0,Far North District,Give way,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Frost,173.256946529228,-35.0890496993042
103339,164855,,502600.0,0.0,0.0,0.0,2.0,0.0,South,2022/2023,WESTERN HILLS DRIVE,PERCY STREET,Minor Crash,Yes,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,94500.0,2.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Northland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,1.0,0.0,,2.0,Whangarei District,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.31266571524,-35.7031769649271
103345,164861,,584500.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,MILL STREET,PALMERSTON STREET,Minor Crash,No,2023,0.0,East,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,2390600.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,West Coast Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,55.0,Buller District,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,171.600000700611,-41.7613541181374
103349,164865,,565602.0,0.0,0.0,0.0,2.0,0.0,West,2022/2023,PAREMATA ROAD,JAMES COOK DRIVE,Minor Crash,Yes,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,2072401.0,2.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Wellington Region,Nil,2-way,Sealed,,0.0,0.0,0.0,80.0,0.0,None,0.0,0.0,,44.0,Porirua City,Nil,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Heavy rain,Null,174.897287542757,-41.1048964753114
103366,164882,,522722.0,1.0,0.0,0.0,1.0,0.0,Null,2022/2023,ABERFELDY AVENUE,PAKURANGA ROAD,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,681308.0,1.0,0.0,0.0,4.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,60.0,0.0,Off,0.0,0.0,,76.0,Auckland,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.909219416575,-36.8987035575259
103370,164886,,602500.0,0.0,0.0,0.0,2.0,0.0,East,2022/2023,THREE MILE HILL ROAD,SILVERSTREAM BR,Minor Crash,No,2023,0.0,North,0.0,0.0,1.0,Flat,0.0,,0.0,0.0,Overcast,2978800.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Otago Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,80.0,0.0,None,0.0,0.0,,71.0,Dunedin City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,170.401738421489,-45.8455126148549
103371,164887,,531303.0,0.0,1.0,0.0,1.0,0.0,South,2022/2023,OURUWHERO ROAD,KIO KIO STATION ROAD,Serious Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,995501.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Waikato Region,Bridge,2-way,Sealed,0.0,0.0,1.0,0.0,100.0,0.0,None,0.0,0.0,,18.0,Ōtorohanga District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Mist or Fog,Null,175.229730416027,-38.1526093833767
103376,164892,,586306.0,1.0,0.0,0.0,0.0,0.0,Null,2022/2023,WEST BELT,OXFORD ROAD,Serious Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,2450006.0,0.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,,0.0,1.0,0.0,50.0,0.0,None,1.0,0.0,,59.0,Waimakariri District,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,172.579532521301,-43.3053505659935
103390,164906,,600500.0,1.0,0.0,0.0,1.0,0.0,Null,2022/2023,SHEARMAN STREET,SLEE STREET,Serious Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,2820300.0,0.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,,0.0,1.0,0.0,50.0,0.0,Off,0.0,0.0,,66.0,Waimate District,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,171.045838235527,-44.7327948104968
103391,164907,,506201.0,0.0,0.0,0.0,2.0,0.0,North,2022/2023,NORTHERN MOTORWAY,WILKS OBR,Minor Crash,Yes,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,176801.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Motorway ramp,1-way,Sealed,,0.0,0.0,0.0,80.0,0.0,Null,0.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain,Null,174.662597117281,-36.640458016559
103392,164908,,536810.0,0.0,0.0,0.0,1.0,0.0,South,2022/2023,MAUNGANUI ROAD,GROVE AVENUE,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1196200.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,1.0,0.0,0.0,Bay of Plenty Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,23.0,Tauranga City,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Strong wind,176.18713417388,-37.643233347272
103393,164909,35.0,527503.0,0.0,0.0,0.0,1.0,0.0,South,2022/2023,ALBERT STREET,QUEEN STREET,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,963100.0,2.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,17.0,Waipa District,Nil,,,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine,Null,175.47490500466,-37.8917078430587
103404,164920,,526900.0,0.0,0.0,0.0,1.0,0.0,East,2022/2023,WAERENGA ROAD,RATA STREET,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,938301.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,13.0,Waikato District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine,Null,175.150041466216,-37.4014146537349
103406,164922,,524403.0,0.0,0.0,0.0,1.0,0.0,West,2022/2023,WALMSLEY ROAD,GREENHOUSE ROAD,Minor Crash,No,2023,0.0,East,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,729901.0,1.0,0.0,0.0,4.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,60.0,0.0,On,1.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine,Null,174.801699664067,-36.9522203911214
103411,164927,,508804.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,HUGH GREEN DRIVE,KILLYBEGS DRIVE,Minor Crash,No,2023,0.0,North,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,180708.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.725611482558,-36.7322478592267
103467,164983,,609023.0,0.0,0.0,0.0,1.0,0.0,South,2022/2023,SAINSBURY ROAD,FERNHILL ROAD,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Bright sun,3039521.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Otago Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,40.0,0.0,Off,0.0,0.0,,70.0,Queenstown-Lakes District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,1.0,1.0,0.0,Fine,Null,168.640631457515,-45.0378448280651
103472,164988,45.0,587100.0,0.0,0.0,0.0,1.0,1.0,South,2022/2023,WEST COAST ROAD,WHITES BR,Serious Crash,Yes,2023,0.0,South,0.0,0.0,0.0,Hill Road,1.0,,0.0,0.0,Overcast,2461100.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,0.0,0.0,1.0,0.0,100.0,0.0,Off,0.0,0.0,,62.0,Selwyn District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,171.55745450031,-42.9271324115938
103481,164997,,596102.0,0.0,0.0,0.0,1.0,0.0,West,2022/2023,MAIN ROAD,SHAG ROCK,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,2702700.0,1.0,0.0,1.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Canterbury Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,60.0,Christchurch City,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,172.749287235686,-43.5638182760356
103490,165006,,610072.0,0.0,0.0,0.0,0.0,0.0,Null,2022/2023,ISLAND EDENDALE ROAD,EDENDALE WYNDHAM ROAD,Minor Crash,No,2023,0.0,North,0.0,0.0,1.0,Flat,0.0,,0.0,0.0,Dark,3165000.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Southland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,73.0,Southland District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Open,1.0,0.0,0.0,Fine,Null,168.818505730502,-46.3164260591672
103506,165022,55.0,533603.0,0.0,0.0,0.0,1.0,0.0,North,2022/2023,KOPU-HIKUAI ROAD,PAEROA KOPU ROAD,Minor Crash,Yes,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1057403.0,2.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,,0.0,0.0,0.0,100.0,0.0,None,1.0,0.0,,11.0,Thames-Coromandel District,Nil,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine,Null,175.57706096782,-37.1870026176981
103511,165027,,535242.0,0.0,0.0,0.0,2.0,0.0,North,2022/2023,SH 29,HINUERA ROAD,Minor Crash,Yes,2023,0.0,East,0.0,0.0,1.0,Flat,0.0,,0.0,0.0,Overcast,1115700.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Waikato Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,70.0,0.0,None,0.0,0.0,,15.0,Matamata-Piako District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,175.756538075377,-37.8803346179652
103528,165044,,538811.0,0.0,0.0,0.0,2.0,0.0,West,2022/2023,DALBETH ROAD,HAMPSON DRIVE,Minor Crash,No,2023,0.0,East,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1249901.0,3.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Bay of Plenty Region,Nil,2-way,Sealed,,0.0,0.0,0.0,100.0,0.0,Off,0.0,0.0,,24.0,Rotorua District,Nil,,,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain,Null,176.186205083866,-38.0598678643551
103564,165080,,602500.0,0.0,0.0,0.0,1.0,1.0,West,2022/2023,THREE MILE HILL ROAD,HALFWAY BUSH ROAD,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,2980800.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Otago Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,80.0,0.0,Off,0.0,0.0,,71.0,Dunedin City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Heavy rain,Null,170.444763514777,-45.8512462273872
103565,165081,,516400.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,TAMAKI DRIVE,WATENE CRESCENT,Minor Crash,No,2023,0.0,West,0.0,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,498900.0,1.0,0.0,0.0,2.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,76.0,Auckland,Give way,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain,Null,174.815121702396,-36.8518659929095
103592,165108,,581230.0,0.0,0.0,0.0,2.0,0.0,Null,2022/2023,MAIN STREET,MAIN STREET,Minor Crash,Yes,2023,0.0,West,0.0,0.0,1.0,Flat,0.0,,0.0,0.0,Bright sun,2300400.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,Marlborough Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,53.0,Marlborough District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,173.970037314717,-41.5130462563887
103594,165110,,533200.0,0.0,0.0,0.0,1.0,0.0,East,2022/2023,TAIRUA WHITIANGA ROAD,TE KAUANGA ROAD,Serious Crash,Yes,2023,0.0,East,0.0,0.0,1.0,Flat,0.0,,0.0,0.0,Dark,1048101.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Waikato Region,Nil,2-way,Sealed,0.0,0.0,1.0,0.0,100.0,0.0,None,0.0,0.0,,11.0,Thames-Coromandel District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain,Null,175.718328951278,-36.9149039505301
103601,165117,,611300.0,0.0,0.0,0.0,1.0,0.0,East,2022/2023,ELECTRA PLACE,AIRPORT AVENUE,Minor Crash,No,2023,0.0,West,0.0,0.0,1.0,Flat,0.0,,0.0,0.0,Bright sun,3105700.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southland Region,Nil,2-way,Sealed,0.0,0.0,0.0,0.0,30.0,0.0,Off,0.0,0.0,,75.0,Invercargill City,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,168.323241215862,-46.4153874487799
103603,165119,,508804.0,0.0,0.0,0.0,2.0,0.0,North,2022/2023,EAST COAST ROAD,GREVILLE ROAD,Minor Crash,No,2023,0.0,South,0.0,0.0,0.0,Hill Road,0.0,,0.0,0.0,Bright sun,180611.0,1.0,0.0,0.0,4.0,,,0.0,,0.0,0.0,0.0,0.0,Auckland Region,Nil,2-way,Sealed,,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,76.0,Auckland,Nil,,,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine,Null,174.72734841844,-36.7271472601197
